phbarc;phprsu;phcolp;phcocp;phlebi;phlesu;phadul;phfpre;phcocs;tititu;tiauto;Mes;Año
284841;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;13/01/2025;S    ;The Complete Orchestral Suites 1931-1960 [;Ellington, Duke (1899-1974);1;2025
100058977;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/01/2025;Q    ;Gurre-Lieder : für soli, Chor und Orchester /;Schoenberg, Arnold (1874-1951);1;2025
101488276;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;15/01/2025;V    ;8 millas : making of [;;1;2025
292671;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;15/01/2025;V    ;Chico & Rita [;;1;2025
200001151;BMM   ;;MA   ;;;;15/01/2025;Q    ;Sinfonías : nº 2, en Do m  nº 12, en Mi b M  nº 13, en Mi;Baguer, Carles (1768-1808);1;2025
100072805;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;16/01/2025;Q    ;I Capuleti e i Montecchi : tragedia lirica in due atti /;Bellini, Vincenzo (1801-1835);1;2025
1300026744;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/01/2025;V    ;El maestro de música [;;1;2025
1800345731;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;17/01/2025;T    ;Auxiliar Administrativo/a de Corporaciones Locales. Supuesto;Rodríguez Rivera, Francisco Enrique.;1;2025
101026388;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;20/01/2025;Q    ;Mi primer maestro de piano, Op. 599 /;Czerny, Carl (1791-1857);1;2025
100105248;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;20/01/2025;T    ;Música, maestro : bases para una educación musical : 2-7 año;Sanuy, Montse (1935-);1;2025
100776228;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/01/2025;Q    ;Iniciación al piano. Curso 1º : ejercicios para piano comple;;1;2025
1000003815;ATM   ;ATM  ;MOA  ;ATM   ;ATM   ;1;22/01/2025;T    ;El sistema de recursos en el proceso concursal /;López García, Pablo.;1;2025
1000003816;ATM   ;ATM  ;MOA  ;ATM   ;ATM   ;1;22/01/2025;T    ;La transmisión de inmuebles dentro del concurso y procedimie;Calvo González-Vallinas, Rafael.;1;2025
100328320;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;22/01/2025;Q    ;La modulación en el solfeo /;Barrio, Adelino (1933-);1;2025
100072867;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;24/01/2025;Q    ;Suor Angelica : opera in un atto /;Puccini, Giacomo (1858-1924);1;2025
100070621;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;24/01/2025;Q    ;Dido and Aeneas /;Purcell, Henry (1659-1695);1;2025
100069726;BMM   ;;MA   ;;;;27/01/2025;T    ;Violin and viola /;Menuhin, Yehudi.;1;2025
100781891;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;28/01/2025;S    ;Antología /;Modugno, Domenico (1928-1994);1;2025
101482376;BMM   ;USU  ;MA   ;BMM   ;;1;29/01/2025;Q    ;Das Wohltemperierte Klavier II = The welltempered clavier II;Bach, Johann Sebastian (1685-1750);1;2025
100782282;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;13/01/2025;S    ;Mary Poppins [;Sherman, Richard (1928-);1;2025
101893726;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;28/01/2025;S    ;Paris [: Highlighting artists from the Nouvelle Scene, Paris;;1;2025
1401238528;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;13/01/2025;V    ;La Favorita: Opera in four acts / ;;1;2025
283536;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;23/01/2025;T    ;Musical instruments and their symbolism in western art : stu;Winternitz, Emanuel.;1;2025
1401236669;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;8/01/2025;S    ;Dedicado a Antonio Machado, poeta [;Serrat, Joan Manuel (1943-);1;2025
1401233306;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;8/01/2025;S    ;Goyescas /;Granados, Enrique (1867-1916);1;2025
100776173;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;8/01/2025;S    ;A dama e o cabaleiro : Amancio Prada  poemas de Alvaro Cunq;Prada, Amancio (1949-);1;2025
100765376;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;9/01/2025;S    ;Past to present 1977-1990 /;Toto.;1;2025
100051282;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;T    ;La jota como género musical : un estudio musicológico acerca;Manzano, Miguel.;1;2025
101025512;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;8/01/2025;T    ;Los cafés cantantes de Madrid (1846-1936) /;Blas Vega, José (1942-2012);1;2025
100783213;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;9/01/2025;S    ;Forty licks /;The Rolling Stones (Grupo musical);1;2025
1300011720;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;9/01/2025;S    ;The Platinum collection : greatest hits I II & III [;Queen (Grupo musical);1;2025
284470;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;9/01/2025;S    ;The best of The Depeche Mode, volume 1 [;Depeche Mode (Grupo musical);1;2025
101026717;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;22/01/2025;Q    ;Delphin Alard para viola. Vol. I, Grado elemental : Selecció;Alard, Delphin (1815-1888);1;2025
101482107;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;10/01/2025;V    ;The Tchaikovsky Cycle. Volume 1 [;;1;2025
1300029901;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;10/01/2025;S    ;Chaser /;Rypdal, Terje (1947-);1;2025
1401232240;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;10/01/2025;S    ;My Song /;Jarrett, Keith (1945-);1;2025
1300029721;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;16/01/2025;S    ;Facing You /;Jarrett, Keith (1945-);1;2025
1401232271;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;28/01/2025;S    ;Siroco / ;Paco de Lucía (1947-2014);1;2025
100766887;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/01/2025;T    ;Mentiras que me contaba mi profesor de música /;Eskelin, Gerald.;1;2025
100104887;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/01/2025;T    ;Lieder y canciones de España : pequeña historia contemporáne;Fernández-Cid, Antonio.;1;2025
101889916;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;14/01/2025;T    ;Musicofilia : relatos de la música y el cerebro /;Sacks, Oliver (1933-);1;2025
1401237756;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;14/01/2025;S    ;Musique de la Grece Antique [;;1;2025
200003912;BMM   ;;MA   ;;;;15/01/2025;Q    ;Obras completas : I Instrumental, Obra sinfónica 1 /;Barja, Angel (1938-1987);1;2025
100353853;BMM   ;;MA   ;;;;15/01/2025;Q    ;MÚSICA española para orquesta de cuerda : (siglos XVIII y XI;;1;2025
101895198;BMM   ;;MA   ;;;;15/01/2025;Q    ;Sinfonía castellana /;Antonio José (1902-1936);1;2025
101895204;BMM   ;;MA   ;;;;15/01/2025;Q    ;Evocaciones : cuadros de danza campesina, Nº II : para orque;Antonio José (1902-1936);1;2025
1300025243;BMM   ;;MA   ;;;;15/01/2025;Q    ;Saxophone quartet : 1995 [;Glass, Philip (1937-);1;2025
1300025602;BMM   ;;MA   ;;;;15/01/2025;Q    ;Concerto for trombone : arranged for trombone and piano [;Jacob, Gordon (1895-1984);1;2025
100358900;BMM   ;;MA   ;;;;15/01/2025;Q    ;Concert per a trombó i orquestra, Op. 70 /;Brotons, Salvador (1959-);1;2025
1300012876;BMM   ;;MA   ;;;;15/01/2025;Q    ;Don Quixote : trombone concerto, nº 2 : [score in C] /;Sandström, Jan.;1;2025
1000003806;ATM   ;;MOA  ;;;;15/01/2025;T    ;Derecho local. Elementos para su práctica administrativa. Vo;;1;2025
1300028572;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;15/01/2025;S    ;Best of Beethoven: sonatas, concertos symphonies /;Beethoven, Ludwig van (1770-1827);1;2025
1401232956;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;16/01/2025;S    ;Buenos Hermanos /;Ferrer, Ibrahim (1927-2005);1;2025
1800342557;BTM   ;USU  ;MT   ;BTM   ;BTM   ;1;16/01/2025;T    ;Manual de formato MARC 21 : monografías, publicaciones seria;;1;2025
100328585;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;16/01/2025;T    ;La música popular en el siglo XX /;Cripps, Colin.;1;2025
100352042;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;16/01/2025;Q    ;Orpheé et Euridice = : Orpheus and Eurydice /;Gluck, Christoph Willibald, Ritter von (1714-1787);1;2025
100775413;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;16/01/2025;Q    ;Gracias a la vida /;Parra, Violeta (1917-1967);1;2025
1300019263;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;16/01/2025;Q    ;The Beatles : the best of [;The Beatles (Grupo musical);1;2025
100767964;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;16/01/2025;Q    ;Anastasia : vocal selections /;Flaherty, Stephen.;1;2025
100326895;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/01/2025;T    ;SOURCE readings in music history /;;1;2025
100069730;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/01/2025;T    ;El pianista : técnica y metafísica /;Deschaussées, Monique.;1;2025
100777850;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/01/2025;Q    ;Voces de primavera : vals : Op. 410 /;Strauss, Johann (1825-1899);1;2025
101888785;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;21/01/2025;Q    ;Piano complementario. Nivel 1 /;Henao, Antonio.;1;2025
100778389;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;28/01/2025;Q    ;Peer Gynt suite, Holberg suite, and other works for piano so;Grieg, Edvard (1843-1907);1;2025
1401238521;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;13/01/2025;V    ;Edgar: Dramma lirico in four acts / ;;1;2025
100052122;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;11/12/2024;Q    ;Songs a Wayfarer  : and Kindertotenlieder : in full score /;Mahler, Gustav (1860-1911);12;2024
101483507;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;Piano concerto nº 3 : op. 30  Piano concerto nº 4, op. 40,;Rachmaninoff, Sergei (1873-1943);12;2024
26475;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/12/2024;S    ;Ride Of The Valkyries Overture To Tannhaüser / ;Wagner, Richard (1813-1883);12;2024
101029637;BMM   ;;MA   ;;;;3/12/2024;Q    ;Fundamentos de la teoría musical. Volumen 1º /;Santoys, Carlos.;12;2024
101481948;BMM   ;;MA   ;;;;3/12/2024;Q    ;Guía AB de la teoría musical. Parte I /;Taylor, Eric Robert (1928-);12;2024
101894343;BMM   ;;MA   ;;;;3/12/2024;Q    ;De flamenco /;Martínez, Paul.;12;2024
100072202;BMM   ;;MA   ;;;;3/12/2024;Q    ;Lenguaje musical. Ritmo : curso primero /;Barceló Amorós, José Luis (1950-);12;2024
1300010014;BMM   ;;MA   ;;;;3/12/2024;T    ;El mundo en el oído : el nacimiento de la música en la cultu;Andrés, Ramón (1955-);12;2024
100322698;BMM   ;;NP   ;;;;3/12/2024;Q    ;El barberillo de Lavapies /;Asenjo Barbieri, Francisco (1823-1894);12;2024
101886285;BMM   ;;NP   ;;;;3/12/2024;Q    ;El gato montés : rapsodia española /;Penella, Manuel (1880-1939);12;2024
1401237446;BMM   ;;MA   ;;;;9/12/2024;T    ;Caminando por el sonido /;Villa Rojo, Jesús (1940-);12;2024
1300013795;BMM   ;;MA   ;;;;10/12/2024;Q    ;Andrea Chénier : Dramma di ambiente storico in quattro quadr;Giordano, Umberto (1867-1948);12;2024
1300025132;BMM   ;;MA   ;;;;3/12/2024;T    ;Ejercicios de guitarra para dummies /;Philips, Mark.;12;2024
101027271;BMM   ;;MA   ;;;;16/12/2024;T    ;MIDI : abc /;Sala, Pablo.;12;2024
101027270;BMM   ;;MA   ;;;;16/12/2024;T    ;MIDI : abc /;Sala, Pablo.;12;2024
283829;BMM   ;;MA   ;;;;16/12/2024;T    ;The study of orchestration /;Adler, Samuel (1928-);12;2024
100782058;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;2/12/2024;S    ;Rod Stewart : the very best [;Stewart, Rod.;12;2024
100327148;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;A blues legend /;Hooker, John Lee (1917-2001);12;2024
100327514;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;King of the blues /;King, B.B. (1925-2015);12;2024
100768186;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;Symphony No. 8 /;Mahler, Gustav (1860-1911);12;2024
1300010014;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;T    ;El mundo en el oído : el nacimiento de la música en la cultu;Andrés, Ramón (1955-);12;2024
101887759;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;El arte de dar soltura a los dedos : op. 740 : piano /;Czerny, Carl (1791-1857);12;2024
100769459;BMM   ;;NP   ;;;;4/12/2024;T    ;La música argentina : durante el período de la organización;García Acevedo, Mario.;12;2024
200002713;BMM   ;;MA   ;;;;16/12/2024;Q    ;Apprendre seul à jouer des claviers électroniques : (orgues,;Delrieu, Jean-Philippe.;12;2024
100356365;BMM   ;;MA   ;;;;10/12/2024;Q    ;Verdi : arie per tenore = arias for tenor [;Verdi, Giuseppe (1813-1901);12;2024
100072808;BMM   ;;MA   ;;;;10/12/2024;Q    ;La Favorita : dramma in quattro atti /;Donizetti, Gaetano (1797-1848);12;2024
1300017467;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;2/12/2024;S    ;Maria Stuarda [;Donizetti, Gaetano (1797-1848);12;2024
1300019826;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;T    ;Anatomía y cinesiología de la danza : principios y ejercicio;Clippinger, Karen.;12;2024
101895620;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;T    ;El libro de la salsa : crónica de la música del Caribe urban;Rondón, César Miguel.;12;2024
100765963;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;T    ;Conditioning for dance : training for peak performance in al;Franklin, Eric N.;12;2024
100766767;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;Eric Clapton unplugged [;;12;2024
100075325;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;Complete piano concertos /;Chaikovskïi, Piotr Ilich (1840-1893);12;2024
100075192;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;Chamber works for piano and strings : from the Breitkopf & H;Mendelssohn - Bartholdy, Felix (1809-1847);12;2024
101027904;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;Hal Leonard guitar method. Book 3 /;Schmid, Will.;12;2024
101029492;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;Tratado de solfeo. volumen I : teoría y práctica /;Barrio, Adelino (1933-);12;2024
101889651;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;La rosa del azafrán : zarzuela en dos actos y seis cuadros,;Guerrero, Jacinto (1895-1951);12;2024
1300027034;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/12/2024;S    ;String quartets [;Katzer, Georg (1935-);12;2024
1300010014;BMM   ;USU  ;MA   ;BTM   ;BTM   ;1;3/12/2024;T    ;El mundo en el oído : el nacimiento de la música en la cultu;Andrés, Ramón (1955-);12;2024
100051475;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;Best of Lenny Kravitz : for guitar [;Kravitz, Lenny (1964-);12;2024
101895258;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;The Nutcracker : op. 71, complete ballet for solo piano /;Chaikovskïi, Piotr Ilich (1840-1893);12;2024
1300013209;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/12/2024;T    ;La musique entre France et Espagne : interactions stylistiqu;;12;2024
1800345814;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;9/12/2024;T    ;Temario para técnico/a auxiliar de bibliotecas del Ayuntamie;;12;2024
101029621;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;Lenguaje musical. 1, Grado elemental /;Molina, Emilio (1951-);12;2024
100776895;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;T    ;Kurt Cobain : la biografía /;Cross, Charles R.;12;2024
100074738;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;T    ;Johann Sebastian Bach : his work and influence on the music;Spitta, Philipp (1841-1894);12;2024
100353104;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;T    ;Giuseppe Verdi : la intensa vida de un genio /;Caso, Ángeles (1959-);12;2024
101889274;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;2/12/2024;Q    ;Lieder : für eine Singstimme und Klavier = for Solo Voice an;Mendelssohn - Bartholdy, Felix (1809-1847);12;2024
100325320;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;Paco de Lucía : guitar-tab [;Paco de Lucía (1947-2014);12;2024
1300025471;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;T    ;Libro de divulgación musical : [guía completa para los amant;Núñez González, Antonio (1974-);12;2024
1300017296;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;Music reading for keyboard : the complete method /;Steelman, Larry.;12;2024
1300027075;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/12/2024;S    ;Chamber music for violin, piano and harpsichord [;Wuorinen, Charles (1938-);12;2024
1300018196;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/12/2024;S    ;Music for cello and piano [;Rachmaninoff, Sergei (1873-1943);12;2024
1300027929;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;T    ;Luis de Pablo: inventario /;Álvarez Fernández, Miguel (1979-);12;2024
100069868;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;The english patient : selections from the Oscar-winning pict;Yared, Gabriel (1949-);12;2024
100327781;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;Led Zeppelin : acoustic classics. Vol. 1 [;Led Zeppelin (Grupo musical);12;2024
1401237426;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;T    ;Ansiedad escénica en músicos: manual para prevenir y solucio;Dalia Cirujeda, Guillermo (1967-);12;2024
1300019516;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;Armonía tonal funcional : armonía clásica : libro del alumno;Székely, Katalin (1953-);12;2024
101028769;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;Dictado musical : introducción, 1º y 2º niveles /;López de Arenosa, Encarnación.;12;2024
100054901;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;The Great Waltzes /;Strauss, Johann (1825-1899);12;2024
1401237483;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/12/2024;S    ;Zarzuelas: Highlights /;;12;2024
283870;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/12/2024;T    ;La obra de arte del futuro /;Wagner, Richard (1813-1883);12;2024
101028819;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;9/12/2024;V    ;Rito y Geografía del cante Flamenco. Vol. XI [;;12;2024
101028172;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;9/12/2024;V    ;Del Trigo a la Marea ; : Coplas de Nochebuena [;12;2024
100356342;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/12/2024;T    ;Joaquín Turina corresponsal en París : - y otros artículos d;Turina, Joaquín (1882-1949);12;2024
1800340408;BTM   ;AYU  ;MT   ;BTM   ;BTM   ;1;12/12/2024;T    ;Cuestionarios de respuestas múltiples para técnico auxiliar;Peña Huertas, María José de la.;12;2024
101029493;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/12/2024;Q    ;Tratado de solfeo. Volumen II : teoría y práctica /;Barrio, Adelino (1933-);12;2024
100325900;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/12/2024;Q    ;Tratado de solfeo. volumen III : ejercicios, lecciones y ter;Barrio, Adelino (1933-);12;2024
100781777;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/12/2024;S    ;Best of Jon & Vangelis [;Vangelis (1943-);12;2024
100321165;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/12/2024;Q    ;Sonatas para piano. Volúmen 2 /;Mozart, Wolfgang Amadeus (1756-1791);12;2024
100781033;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/12/2024;Q    ;The II - V7 - I progression. Volume 3 /;Aebersold, Jamey.;12;2024
100777032;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;¡Aprende ya ! : a tocar guitarra /;Lozano, Edward J.;12;2024
100777030;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;¡Aprende ya ! : escalas para guitarra /;Lozano, Edward J.;12;2024
100777033;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;Q    ;¡Aprende ya ! : acordes para guitarra /;Lozano, Edward J.;12;2024
1300028981;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;3/12/2024;T    ;Maria Callas : cartas y memorias /;Callas, María (1923-1977);12;2024
1300029883;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;3/12/2024;S    ;The Backbeat /;Raney, Doug (1956-2016);12;2024
101481224;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;T    ;Armonía funcional /;Gabis, Claudio.;12;2024
101888867;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;The best of musical : [piano, vocal, guitar] [;;12;2024
100069298;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;4/12/2024;Q    ;CELINE Dion : let's talk about love [;;12;2024
100782424;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/12/2024;S    ;A Canterbury Christmas : Advent and Christmas at Canterbury;;12;2024
1300018141;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;4/12/2024;S    ;Complete Music for Solo Guitar /;Barrios, Agustín (1885-1939);12;2024
1300028362;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/12/2024;T    ;Un martes en casa de Mallarmé : Redon, Debussy y Mallarmé en;Hernández Barbosa, Sonsoles (1981-);12;2024
200000678;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/12/2024;T    ;Joaquín Turina : (su obra para piano) /;Iglesias, Antonio (1918-2011);12;2024
101484708;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/12/2024;Q    ;Capricho nº 24 /;Paganini, Niccolò (1782-1840);12;2024
100351589;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/12/2024;T    ;Joaquín Turina : notas para un compositor : (Sevilla, 1882-M;Persia, Jorge de.;12;2024
1300017875;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;11/12/2024;Q    ;14 Lieder aus der Knaben Wunderhorn : für tiefe Stimme und K;Mahler, Gustav (1860-1911);12;2024
101894284;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/12/2024;T    ;Danzas populares : Valladolid y su provincia /;Salvador Berrueco, Teresa.;12;2024
1401232622;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/12/2024;S    ;4, 5 And 6 /;McLean, Jackie (1932-);12;2024
100072843;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;13/12/2024;Q    ;Don Pasquale : dramma buffo in tre atti /;Donizetti, Gaetano (1797-1848);12;2024
101485969;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/12/2024;V    ;Berlin Blues /;;12;2024
101485982;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/12/2024;V    ;All that Jazz : empieza el espectáculo /;;12;2024
1800345814;BTM   ;AYU  ;MT   ;BHM   ;BHM   ;1;10/12/2024;T    ;Temario para técnico/a auxiliar de bibliotecas del Ayuntamie;;12;2024
100356147;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;12/12/2024;Q    ;Mass, for 4 voices = für 4 Stimmen /;Byrd, William (c.1543-1623);12;2024
1300026057;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;20/12/2024;S    ;Misplaced childhood [;Marillion (Grupo musical);12;2024
100780891;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;23/12/2024;Q    ;Piano music : Finlandia, Valse triste and 29 other works /;Sibelius, Jean (1865-1957);12;2024
1300025319;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/12/2024;T    ;Beethoven : tormento y triunfo /;Swafford, Jan (1946-);12;2024
101481415;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/12/2024;Q    ;Romance anónimo : (a 2 manos) /;;12;2024
1300025304;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;5/12/2024;T    ;Mi madre y la música /;Tsvetaeva, Marina Ivanovna (1892-1941);12;2024
101889147;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;9/12/2024;Q    ;100 éxitos para recordar [;;12;2024
1300025337;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/12/2024;Q    ;The really big really easy piano songbook [;;12;2024
1300013007;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;10/12/2024;Q    ;Requiem [: for soprano, mezzosoprano, tenor and bass soli SA;Verdi, Giuseppe (1813-1901);12;2024
25726;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/12/2024;S    ;The neighborhood / ;Los Lobos (Grupo musical);12;2024
1401232193;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/12/2024;S    ;Hub Cap /;Hubbard, Freddie (1938-2008);12;2024
1401236492;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/12/2024;S    ;Elizabethan Pavans [;Lully, Jean Baptiste (1632-1687);12;2024
25990;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/12/2024;S    ;The Way Up /;Pat Metheny Group.;12;2024
25945;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/12/2024;S    ;One Quiet Night /;Metheny, Pat (1954-);12;2024
284730;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;12/12/2024;S    ;Incredible Jazz Guitar [;Montgomery, Wes (1923-1968);12;2024
100775901;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;13/12/2024;S    ;Grand ensemble de cuivres Guy Touvron /;Gershwin, George (1898-1937);12;2024
100776186;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;16/12/2024;S    ;Kansas City Jazz : 1924-1942 [;;12;2024
1401233355;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;16/12/2024;S    ;Here And There /;Ruller, Jesse van (1972-);12;2024
100072712;BMM   ;USU  ;MA   ;BMM   ;BMM   ;1;17/12/2024;Q    ;Das Wohltemperirte Klavier /;Bach, Johann Sebastian (1685-1750);12;2024
284700;BMM   ;USU  ;OA   ;BMM   ;BMM   ;1;17/12/2024;V    ;Acordes y desacuerdos [;;12;2024
